,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,traveltime,studytime,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,Aalc
635,F,17,U,LE3,A,3,3,services,other,1,2,False,False,True,True,True,False,5,3,3,1,1,5,0,12,12,13,1.0
636,F,17,U,LE3,T,2,1,other,other,1,2,False,True,True,True,True,False,4,2,3,2,2,2,2,11,12,14,2.0
637,M,18,U,LE3,T,4,4,other,other,1,1,False,False,True,True,True,False,4,2,5,3,4,5,2,8,9,11,3.2857142857142856
638,F,19,U,GT3,T,1,1,other,other,3,3,False,True,True,False,False,True,1,5,5,4,3,5,12,10,10,11,3.7142857142857144
639,F,19,U,LE3,A,1,1,other,other,3,2,False,False,False,True,True,True,5,3,4,1,1,4,2,8,8,9,1.0
640,F,18,U,GT3,T,2,2,other,other,1,1,False,True,True,True,True,True,4,3,5,2,4,5,2,10,10,10,2.5714285714285716
641,F,17,R,LE3,T,2,2,services,services,1,3,False,True,True,True,True,False,3,3,2,2,2,3,0,11,11,10,2.0
642,F,18,U,GT3,T,1,1,other,other,2,3,False,True,True,True,True,False,4,5,5,1,2,2,0,14,14,14,1.2857142857142858
643,F,17,U,GT3,T,4,4,teacher,services,1,3,False,True,True,True,True,False,5,4,4,1,3,4,0,13,12,13,1.5714285714285714
644,F,17,U,GT3,T,4,4,teacher,teacher,2,3,False,False,False,True,True,True,4,3,3,1,2,4,4,15,14,15,1.2857142857142858
645,F,17,U,GT3,T,3,3,at_home,other,1,1,True,True,True,True,True,False,4,2,5,2,5,5,2,11,12,11,2.857142857142857
646,M,18,U,LE3,T,2,2,other,other,1,4,True,True,True,True,True,False,4,5,5,2,4,5,0,11,11,12,2.5714285714285716
647,M,19,R,GT3,T,3,2,at_home,services,1,1,False,False,False,True,False,True,5,3,4,2,2,5,0,11,10,10,2.0
648,F,18,U,GT3,T,2,2,at_home,other,4,2,False,True,True,True,False,True,4,2,5,1,1,2,2,10,9,10,1.0
649,M,18,U,GT3,T,2,2,other,other,1,1,False,False,False,True,True,False,5,4,2,1,2,5,6,15,14,15,1.2857142857142858
650,F,17,U,GT3,T,3,2,other,other,1,2,False,False,True,True,True,True,4,3,2,2,3,2,0,12,13,15,2.2857142857142856
651,F,17,R,GT3,A,3,2,other,other,1,2,False,False,True,True,True,False,4,3,3,2,3,2,0,14,14,16,2.2857142857142856
652,M,18,U,GT3,T,4,4,teacher,services,1,2,False,True,True,True,True,False,4,3,3,2,2,2,0,12,12,13,2.0
653,F,17,U,GT3,A,2,2,at_home,at_home,1,2,False,False,True,True,True,True,3,3,1,1,2,4,18,10,12,14,1.2857142857142858
654,M,18,U,GT3,T,4,3,teacher,other,1,3,False,False,True,True,True,True,5,4,5,2,3,5,0,14,13,14,2.2857142857142856
655,F,17,U,GT3,T,4,3,health,other,1,3,False,True,True,True,True,True,4,4,3,1,3,4,0,11,12,13,1.5714285714285714
656,F,17,U,GT3,T,2,1,services,other,2,2,False,True,True,True,True,True,4,3,4,2,2,1,10,12,15,15,2.0
657,F,17,U,GT3,T,2,1,services,other,1,2,False,True,True,True,True,False,4,3,5,2,4,4,4,12,16,16,2.5714285714285716
658,F,19,U,LE3,A,2,3,at_home,other,2,1,False,False,True,False,True,False,2,2,3,3,4,5,16,10,11,11,3.2857142857142856
659,F,17,U,GT3,T,3,1,other,at_home,1,1,True,False,True,True,True,True,4,1,2,1,1,3,6,10,13,13,1.0
660,F,21,U,LE3,T,4,4,other,other,1,3,True,True,True,True,True,False,3,3,2,1,1,5,0,9,12,12,1.0
661,M,18,U,LE3,T,2,2,services,services,1,2,False,True,False,False,True,False,4,4,4,1,3,3,11,9,11,12,1.5714285714285714
662,M,18,U,LE3,A,3,4,other,other,1,2,False,True,True,True,True,True,4,3,5,1,4,2,9,13,14,15,1.8571428571428572
663,F,17,U,GT3,T,2,2,services,services,1,2,False,True,True,True,True,False,4,3,4,1,3,4,0,13,17,17,1.5714285714285714
664,M,17,U,LE3,A,4,4,health,other,1,3,False,False,True,True,True,False,4,4,2,1,2,4,2,12,15,15,1.2857142857142858
665,F,18,U,LE3,T,4,2,teacher,other,1,2,False,True,True,True,True,False,4,2,2,1,1,3,0,14,17,17,1.0
666,M,21,R,LE3,T,1,1,at_home,other,2,2,False,True,True,False,True,True,5,3,3,5,2,4,21,9,10,10,4.142857142857143
667,F,20,R,GT3,T,1,1,other,other,2,3,False,False,True,True,True,True,3,2,2,1,3,3,8,11,15,15,1.5714285714285714
668,F,19,U,GT3,T,4,4,teacher,other,1,1,False,False,True,True,True,True,3,2,5,4,4,5,5,9,10,11,4.0
669,M,17,U,LE3,A,3,2,other,other,1,2,False,False,True,True,True,False,4,4,4,1,2,5,10,16,18,18,1.2857142857142858
670,F,18,U,GT3,T,3,2,at_home,other,1,3,False,False,True,True,True,True,4,3,4,1,2,2,5,14,17,17,1.2857142857142858
671,M,18,R,GT3,T,2,3,other,services,1,1,False,False,True,True,True,False,3,1,3,4,5,4,13,13,14,14,4.285714285714286
672,M,19,U,GT3,T,2,1,other,other,1,1,False,False,True,True,True,False,5,3,4,1,4,4,10,7,11,11,1.8571428571428572
673,F,18,U,LE3,A,2,2,services,other,2,2,False,False,True,True,True,False,4,1,4,1,3,4,10,14,17,17,1.5714285714285714
674,F,20,U,GT3,T,1,0,other,other,2,1,False,False,True,True,True,True,5,3,1,1,1,5,5,8,10,10,1.0
675,F,18,U,GT3,T,3,2,services,other,1,2,False,True,False,True,True,True,3,1,2,1,2,1,4,10,13,13,1.2857142857142858
676,F,16,U,GT3,T,1,3,at_home,other,2,1,False,False,True,False,True,True,4,3,3,1,3,5,11,10,11,11,1.5714285714285714
677,F,16,R,GT3,T,2,2,other,other,2,2,False,True,True,True,True,False,4,4,4,1,1,5,0,12,12,12,1.0
678,F,15,R,GT3,T,1,1,at_home,services,1,1,False,False,True,True,False,True,4,1,3,1,1,2,6,10,10,10,1.0
679,F,15,R,GT3,T,3,3,at_home,other,2,1,False,False,True,True,True,False,5,4,4,2,3,5,4,10,10,11,2.2857142857142856
680,F,16,R,GT3,T,2,3,at_home,services,2,2,False,False,True,True,False,False,4,5,2,1,2,5,0,16,17,17,1.2857142857142858
681,F,15,R,LE3,T,2,1,at_home,other,2,1,False,False,True,False,False,False,1,3,4,1,1,1,0,6,8,9,1.0
682,M,16,R,LE3,A,4,4,at_home,other,1,2,False,False,True,True,False,False,5,3,2,1,3,2,5,10,11,11,1.5714285714285714
683,M,16,U,GT3,A,1,2,other,other,1,3,False,False,True,True,True,False,4,4,3,1,1,5,0,10,11,11,1.0
684,F,17,R,GT3,T,3,2,at_home,other,1,2,False,False,True,True,False,True,4,5,4,1,2,5,0,10,10,10,1.2857142857142858
685,F,17,R,GT3,T,1,1,other,other,1,1,False,False,False,False,True,False,5,4,4,2,2,5,0,6,6,7,2.0
686,F,15,R,GT3,T,4,4,teacher,other,2,1,False,False,True,True,True,True,1,5,1,3,5,5,0,13,14,14,3.5714285714285716
687,F,16,U,LE3,A,2,2,at_home,other,2,4,False,True,False,False,False,True,1,2,1,1,1,1,4,10,9,11,1.0
688,F,15,R,LE3,T,1,1,at_home,services,2,2,False,False,True,True,True,False,5,4,3,1,2,4,0,10,10,10,1.2857142857142858
689,F,15,R,LE3,T,1,1,other,services,2,1,False,False,True,True,True,True,4,4,3,1,2,2,4,6,7,8,1.2857142857142858
690,F,16,R,GT3,T,0,2,other,other,2,1,False,True,True,True,False,False,3,2,3,1,2,2,0,12,11,12,1.2857142857142858
691,F,17,R,GT3,T,2,3,other,other,2,1,False,False,True,True,True,False,5,5,5,1,3,3,2,10,11,12,1.5714285714285714
692,F,15,R,GT3,T,3,3,other,services,2,1,False,False,False,True,True,False,4,1,3,1,1,4,0,14,16,16,1.0
693,M,16,U,GT3,T,1,1,at_home,services,2,2,False,True,True,True,False,True,5,4,5,4,5,3,0,7,0,0,4.285714285714286
694,M,17,U,GT3,T,1,1,other,other,1,2,True,False,False,True,True,False,4,4,3,2,4,5,4,8,9,9,2.5714285714285716
695,M,15,R,LE3,T,4,1,health,services,1,2,False,True,True,True,True,False,5,3,4,1,2,2,0,12,13,14,1.2857142857142858
696,M,16,R,GT3,T,3,4,other,health,3,2,False,False,False,True,False,False,3,4,5,1,2,5,4,9,10,11,1.2857142857142858
697,M,15,R,GT3,T,1,1,other,other,4,2,False,True,True,True,False,True,5,4,5,2,4,4,8,7,9,9,2.5714285714285716
698,M,15,U,LE3,T,3,3,at_home,at_home,1,2,False,True,True,True,True,False,5,3,3,1,1,5,0,11,11,11,1.0
699,M,17,R,GT3,T,2,1,other,other,3,1,False,True,True,False,False,True,5,5,5,5,5,3,8,8,10,9,5.0
700,F,16,R,GT3,T,4,4,teacher,teacher,2,3,False,True,True,True,True,True,4,2,2,1,1,4,6,16,16,17,1.0
701,F,15,R,GT3,T,1,2,other,services,2,1,False,False,True,True,False,False,5,1,2,1,1,1,3,11,13,13,1.0
702,F,16,R,GT3,T,2,3,other,services,3,2,False,False,True,True,True,False,4,5,4,1,2,1,2,15,15,15,1.2857142857142858
703,M,16,R,GT3,T,1,2,other,other,2,2,False,False,True,True,False,False,4,3,3,1,1,5,0,10,11,11,1.0
704,F,16,R,GT3,T,2,2,other,other,3,2,False,False,True,True,True,False,4,4,5,1,1,4,4,9,10,11,1.0
705,F,16,U,GT3,T,1,2,other,services,1,3,False,False,True,True,False,False,1,3,2,1,2,4,0,10,8,8,1.2857142857142858
706,F,15,U,GT3,T,2,1,at_home,other,1,2,False,False,False,True,True,False,4,4,2,3,3,2,0,9,10,9,3.0
707,F,16,U,GT3,T,1,1,at_home,other,1,2,False,False,False,True,False,True,5,4,3,2,1,2,0,13,14,15,1.7142857142857142
708,M,17,R,LE3,T,1,2,at_home,services,1,1,False,True,True,True,True,False,5,5,5,5,5,3,4,10,11,11,5.0
709,F,16,R,GT3,T,1,1,other,other,4,4,False,False,False,True,True,False,4,3,2,1,1,1,0,13,10,13,1.0
710,F,16,R,GT3,T,1,1,at_home,other,4,3,False,False,True,True,False,False,4,4,3,1,1,5,2,10,9,10,1.0
711,F,15,R,GT3,T,1,1,at_home,other,2,2,False,True,True,True,True,False,4,3,3,1,1,2,1,11,10,11,1.0
712,F,16,R,GT3,T,1,1,at_home,other,2,1,False,True,True,True,True,True,4,2,2,4,3,2,0,13,12,14,3.7142857142857144
713,F,15,R,GT3,T,1,1,at_home,at_home,3,2,False,False,True,True,False,False,4,2,1,1,2,2,0,13,14,14,1.2857142857142858
714,F,15,R,LE3,T,2,2,other,other,1,3,False,False,True,True,False,False,4,4,3,2,2,5,2,14,11,12,2.0
715,M,16,R,GT3,T,1,1,at_home,other,2,1,False,True,True,True,False,False,3,4,4,3,4,5,6,11,11,11,3.2857142857142856
716,F,18,U,GT3,T,1,2,other,other,1,2,False,True,True,True,True,True,3,4,4,2,3,5,9,9,8,8,2.2857142857142856
717,M,15,U,GT3,T,3,1,other,services,2,1,False,False,True,True,False,False,3,2,3,1,3,4,0,10,9,11,1.5714285714285714
718,F,16,R,GT3,T,2,2,other,services,3,2,False,True,True,True,True,False,5,3,4,1,1,2,1,14,13,14,1.0
719,M,15,U,GT3,T,2,2,health,other,3,1,False,False,True,True,False,False,4,3,3,1,2,4,1,13,12,13,1.2857142857142858
720,M,16,U,GT3,T,4,4,other,teacher,1,2,False,True,True,True,False,True,4,3,1,1,1,3,0,13,12,13,1.0
721,F,15,R,GT3,T,3,3,services,other,1,2,False,False,True,True,True,True,4,5,4,1,1,1,4,13,12,12,1.0
722,F,16,R,GT3,T,2,2,at_home,other,2,2,False,True,False,True,False,False,4,4,4,2,3,5,2,12,11,12,2.2857142857142856
723,F,16,R,LE3,T,2,2,other,other,3,1,False,True,True,True,False,True,4,3,2,1,1,4,0,14,14,16,1.0
724,M,16,U,LE3,T,2,1,at_home,services,2,1,False,True,True,True,True,False,2,4,3,2,3,4,4,10,8,10,2.2857142857142856
725,M,15,R,LE3,T,1,3,at_home,other,3,1,False,True,True,True,True,False,4,2,4,3,5,3,2,10,11,11,3.5714285714285716
726,F,15,U,GT3,T,2,2,other,services,2,3,False,True,True,True,False,False,5,3,2,1,1,4,0,12,13,14,1.0
727,F,16,R,LE3,T,2,1,other,other,1,1,False,False,True,True,True,True,5,4,3,1,1,5,2,10,8,8,1.0
728,M,15,U,GT3,T,3,3,services,services,2,1,False,True,False,True,True,False,4,3,3,2,4,3,11,12,10,11,2.5714285714285716
729,F,16,R,GT3,T,1,1,at_home,other,2,2,False,False,True,True,False,False,3,4,3,1,1,1,0,7,7,8,1.0
730,F,17,U,GT3,T,2,2,other,at_home,1,1,False,True,True,False,False,False,4,5,3,1,1,5,4,9,9,10,1.0
731,F,19,U,GT3,T,2,3,at_home,services,1,1,False,False,True,False,True,True,4,4,4,1,1,2,0,9,9,10,1.0
732,F,17,R,GT3,T,2,1,at_home,other,3,1,False,True,True,False,False,True,5,5,3,1,1,3,2,9,10,11,1.0
733,F,15,R,LE3,T,1,1,at_home,other,2,1,False,False,True,False,False,True,5,2,1,1,3,4,0,9,10,9,1.5714285714285714
734,F,16,R,GT3,T,2,2,other,other,3,2,False,False,True,False,True,False,3,4,5,1,2,1,1,9,10,11,1.2857142857142858
735,F,16,U,LE3,A,2,2,other,other,1,1,False,False,True,False,False,False,4,3,4,1,2,1,6,7,7,8,1.2857142857142858
736,F,17,R,GT3,T,2,2,at_home,other,2,2,False,False,True,True,True,False,4,3,5,1,2,4,0,11,10,11,1.2857142857142858
737,F,16,U,GT3,T,2,2,other,services,1,1,True,True,False,True,True,False,4,4,3,1,4,3,1,9,10,10,1.8571428571428572
738,F,18,R,LE3,A,3,2,other,other,2,3,False,False,False,False,False,True,3,3,2,1,1,2,6,7,9,10,1.0
739,F,19,U,GT3,T,1,1,at_home,services,1,3,False,True,True,False,False,True,5,3,1,1,1,3,6,7,9,9,1.0
740,M,18,R,GT3,T,1,1,other,other,2,1,False,True,True,False,True,False,4,4,3,3,4,4,0,8,9,10,3.2857142857142856
741,F,18,R,GT3,T,1,1,at_home,at_home,2,1,False,False,False,False,True,True,3,2,3,1,1,2,4,9,11,10,1.0
742,F,19,U,GT3,T,1,1,other,other,2,2,False,False,True,True,True,True,1,1,4,4,1,1,12,7,8,9,3.142857142857143
743,F,16,R,GT3,A,2,2,health,other,1,2,False,False,False,True,False,True,3,3,2,1,1,3,2,8,10,10,1.0
744,F,17,U,GT3,T,0,1,other,at_home,2,1,False,True,False,True,False,False,2,4,4,3,5,5,5,9,9,10,3.5714285714285716
745,F,16,R,LE3,T,1,2,at_home,other,1,2,False,True,True,False,True,False,4,4,5,1,3,3,0,8,9,9,1.5714285714285714
746,F,16,U,GT3,T,3,3,other,other,1,1,False,True,True,False,True,True,4,5,4,1,1,4,0,14,13,13,1.0
747,F,16,R,LE3,T,1,1,services,services,1,1,False,True,True,True,True,True,4,4,4,2,2,4,2,14,14,14,2.0
748,M,17,U,GT3,T,3,3,services,at_home,2,4,True,True,True,True,False,False,5,4,5,3,4,5,0,10,11,10,3.2857142857142856
749,F,16,U,GT3,T,2,1,other,services,1,2,False,True,True,True,True,False,5,3,3,1,1,1,0,14,13,14,1.0
750,F,16,U,GT3,T,2,2,services,other,1,1,True,True,True,True,False,True,4,2,5,1,2,5,0,17,16,16,1.2857142857142858
751,M,17,U,GT3,T,1,2,other,other,1,1,False,True,True,False,True,True,5,3,5,5,5,1,12,6,7,7,5.0
752,M,16,U,LE3,T,4,3,other,other,1,1,False,True,True,True,True,False,4,2,5,1,5,5,8,14,12,13,2.142857142857143
753,M,17,R,LE3,T,2,2,services,services,3,4,False,False,True,True,False,False,1,3,5,3,5,3,2,10,8,9,3.5714285714285716
754,F,16,U,GT3,T,1,1,other,other,1,4,False,True,True,True,True,False,2,2,1,1,1,5,0,14,14,14,1.0
755,F,19,U,LE3,T,2,2,other,other,1,3,False,False,True,True,True,True,5,4,5,1,1,1,0,12,13,13,1.0
756,F,17,R,GT3,T,1,1,at_home,other,2,1,False,True,False,True,True,True,4,4,5,1,2,5,0,11,11,11,1.2857142857142858
757,F,20,U,GT3,T,3,3,at_home,services,2,2,False,True,True,True,True,True,3,3,4,2,4,3,8,11,9,10,2.5714285714285716
758,F,17,U,LE3,T,1,1,other,services,1,3,False,False,True,True,False,True,4,3,3,1,1,3,0,11,11,10,1.0
759,M,17,R,GT3,T,2,2,other,other,3,1,False,False,False,True,True,False,4,4,5,1,2,5,0,10,9,9,1.2857142857142858
760,F,16,R,LE3,T,1,1,at_home,other,3,2,False,False,True,True,False,False,5,3,2,1,1,1,0,16,17,18,1.0
761,F,17,R,GT3,T,2,2,other,other,2,2,False,True,True,True,False,False,5,3,2,1,1,1,0,15,17,17,1.0
762,F,17,U,GT3,A,1,0,other,other,2,2,False,False,True,True,True,True,4,4,5,1,1,4,1,11,9,10,1.0
763,F,18,R,GT3,T,1,1,at_home,other,1,2,False,False,True,True,True,True,4,3,2,1,1,5,9,7,7,7,1.0
764,F,16,U,GT3,T,3,1,other,other,1,1,False,True,True,True,True,False,3,1,3,1,3,1,0,8,6,8,1.5714285714285714
765,F,16,U,GT3,T,3,2,services,at_home,1,1,False,False,True,True,True,False,3,1,3,1,4,3,2,7,6,7,1.8571428571428572
766,F,18,U,LE3,T,1,1,other,at_home,2,2,False,False,True,True,False,False,2,3,5,1,4,3,8,9,8,10,1.8571428571428572
767,F,16,R,GT3,T,4,4,health,teacher,1,2,False,True,False,True,True,True,4,3,3,2,3,2,0,14,16,16,2.2857142857142856
768,F,16,R,LE3,T,1,2,other,other,2,1,False,True,True,True,True,False,5,4,5,1,4,2,0,14,14,15,1.8571428571428572
769,F,18,U,GT3,A,2,4,other,services,1,2,False,False,True,True,True,False,2,3,2,1,3,1,8,8,5,8,1.5714285714285714
770,M,16,R,GT3,T,2,1,other,services,2,2,False,True,True,True,True,False,5,2,1,1,1,2,0,8,7,0,1.0
771,F,16,U,LE3,T,1,1,at_home,other,3,2,False,False,True,True,True,False,4,3,2,1,3,5,6,6,8,8,1.5714285714285714
772,F,16,R,GT3,T,2,3,at_home,services,2,2,False,True,True,True,True,False,3,3,3,1,1,2,0,8,10,10,1.0
773,F,16,U,GT3,T,4,4,health,health,1,2,False,False,True,True,True,True,4,3,4,1,2,3,4,8,8,8,1.2857142857142858
774,M,18,U,LE3,T,4,4,at_home,health,1,4,False,True,True,False,True,True,5,5,5,5,5,5,2,5,6,6,5.0
775,F,16,R,LE3,T,3,4,at_home,other,3,2,False,False,False,True,False,False,4,2,1,1,1,2,2,7,9,8,1.0
776,M,17,U,LE3,T,4,4,other,services,1,3,False,False,True,True,True,False,4,4,3,1,2,5,0,15,14,16,1.2857142857142858
777,F,17,R,GT3,T,4,1,other,other,1,1,False,False,True,True,True,True,4,2,3,1,2,5,1,13,14,14,1.2857142857142858
778,M,16,U,LE3,T,2,2,services,services,4,3,False,False,True,True,False,False,5,1,3,2,2,3,0,10,9,10,2.0
779,F,17,R,GT3,T,2,2,at_home,other,1,1,True,False,True,True,True,False,5,1,3,1,2,5,5,9,9,9,1.2857142857142858
780,F,16,U,LE3,T,4,4,services,services,2,1,False,False,True,True,False,False,5,1,3,1,2,5,1,11,11,11,1.2857142857142858
781,M,17,U,GT3,T,3,3,services,services,1,1,False,True,True,True,True,False,4,1,4,5,5,3,8,7,10,9,5.0
782,M,17,U,GT3,T,1,1,at_home,services,3,2,False,False,True,True,True,True,5,1,3,3,3,1,0,10,10,10,3.0
783,M,16,U,GT3,T,2,1,health,services,2,2,False,False,False,True,True,True,4,2,2,1,4,5,2,9,7,8,1.8571428571428572
784,F,16,U,LE3,T,2,1,other,services,1,2,False,False,True,True,True,True,3,2,2,1,1,3,0,14,15,16,1.0
785,M,16,U,LE3,T,4,4,teacher,health,1,1,False,False,True,True,True,False,4,1,2,2,5,5,0,11,12,12,2.857142857142857
786,M,15,R,GT3,T,1,2,other,services,3,2,False,True,True,True,False,False,5,5,5,1,3,5,11,9,11,10,1.5714285714285714
787,M,15,U,LE3,A,2,2,other,other,3,4,False,True,True,True,False,False,5,4,5,2,3,5,8,13,14,14,2.2857142857142856
788,M,15,U,LE3,A,2,1,services,services,1,1,False,True,True,True,True,False,4,3,3,1,2,5,11,12,13,12,1.2857142857142858
789,F,16,R,LE3,T,2,2,other,other,1,3,False,False,False,True,False,True,4,3,3,2,2,5,2,11,11,11,2.0
790,F,16,U,LE3,T,4,1,other,other,2,2,False,True,True,True,True,False,1,2,4,2,2,1,8,9,10,10,2.0
791,F,17,U,GT3,T,3,2,at_home,other,2,1,False,False,True,True,False,True,4,3,3,2,2,1,5,9,11,11,2.0
792,F,17,R,GT3,T,2,2,other,other,2,2,True,False,True,True,False,False,5,1,3,1,1,5,0,11,9,11,1.0
793,F,16,U,GT3,T,4,4,teacher,services,2,3,False,False,True,True,True,True,5,3,5,1,4,5,1,10,11,12,1.8571428571428572
794,M,17,R,GT3,T,4,4,health,other,3,1,False,True,True,True,True,True,3,3,3,1,3,5,2,9,9,8,1.5714285714285714
795,M,17,R,LE3,T,1,3,other,other,2,1,False,True,True,True,False,True,5,1,2,3,3,5,2,12,11,12,3.0
796,M,17,U,GT3,T,3,4,services,other,1,2,False,True,False,True,True,True,5,4,4,3,4,5,8,8,9,8,3.2857142857142856
797,F,17,U,GT3,T,4,4,health,health,1,2,False,False,True,True,True,False,5,2,5,1,1,5,0,13,15,16,1.0
798,M,16,R,LE3,T,4,1,other,at_home,1,1,False,False,True,True,True,False,4,1,2,2,1,2,0,10,11,11,1.7142857142857142
799,F,17,U,GT3,A,1,1,at_home,at_home,1,2,False,True,True,True,True,True,4,5,5,1,2,3,2,11,10,11,1.2857142857142858
800,F,17,R,GT3,T,4,2,other,other,2,2,False,False,False,True,True,False,4,3,3,2,3,5,0,17,18,18,2.2857142857142856
801,M,16,U,LE3,A,2,2,other,services,2,2,False,False,False,True,True,True,4,1,2,2,2,5,0,12,13,13,2.0
802,M,17,U,GT3,T,3,2,other,other,2,2,True,False,True,True,True,False,4,1,2,2,2,1,0,13,14,13,2.0
803,M,19,U,GT3,T,1,1,other,other,1,2,False,True,True,False,True,False,4,4,3,3,4,4,2,9,9,10,3.2857142857142856
804,M,17,U,LE3,A,1,0,other,other,1,1,False,False,True,True,False,True,4,1,2,1,1,5,4,11,11,12,1.0
805,F,17,R,GT3,T,1,1,at_home,at_home,2,1,False,True,True,False,True,True,3,5,5,2,2,4,3,10,11,10,2.0
806,F,16,R,GT3,T,1,2,other,other,1,3,False,False,False,True,True,True,4,3,4,1,1,3,5,13,14,13,1.0
807,M,16,R,LE3,T,1,2,other,at_home,1,1,False,False,True,True,False,False,4,4,4,2,4,5,4,9,10,11,2.5714285714285716
808,F,17,R,GT3,T,3,1,other,other,2,2,False,True,False,True,True,True,5,4,4,1,1,5,2,7,9,10,1.0
809,M,17,R,GT3,T,2,2,other,other,2,1,False,True,True,False,False,True,5,5,5,3,5,5,0,8,13,10,3.5714285714285716
810,M,18,R,GT3,T,1,0,at_home,at_home,3,1,False,False,True,True,False,False,4,3,2,1,1,4,0,12,12,13,1.0
811,M,17,R,GT3,T,1,1,other,services,2,1,False,True,False,True,True,True,4,5,5,1,3,2,0,10,9,10,1.5714285714285714
812,M,18,U,LE3,T,1,1,at_home,at_home,2,2,False,True,True,True,False,False,4,3,3,1,4,5,6,10,9,10,1.8571428571428572
813,F,16,R,LE3,T,2,2,other,services,1,2,False,True,True,True,False,True,5,4,3,1,1,1,0,11,13,12,1.0
814,M,17,U,GT3,T,2,2,other,other,1,1,False,True,True,True,False,True,1,2,1,2,3,5,0,7,0,0,2.2857142857142856
815,M,16,R,GT3,T,3,2,services,other,2,1,False,False,True,True,True,False,4,5,5,2,3,5,2,11,9,10,2.2857142857142856
816,M,16,R,LE3,T,1,1,at_home,other,2,1,False,True,True,True,True,False,4,5,5,2,4,5,0,10,10,9,2.5714285714285716
817,M,18,R,GT3,T,1,1,services,other,2,1,False,False,True,False,True,True,5,3,3,2,3,5,2,9,7,9,2.2857142857142856
818,M,18,R,GT3,T,3,2,services,other,1,1,False,False,True,False,True,False,2,3,1,2,2,5,0,4,0,0,2.0
819,M,19,U,GT3,T,3,2,at_home,services,2,1,False,True,True,True,False,False,3,2,1,1,1,3,4,6,11,9,1.0
820,M,18,U,GT3,T,3,3,at_home,at_home,1,2,False,True,True,False,True,False,4,4,5,1,3,3,9,4,8,8,1.5714285714285714
821,M,16,R,GT3,T,2,2,services,services,2,1,False,True,True,True,True,True,5,4,3,2,4,4,6,7,8,8,2.5714285714285716
822,M,19,U,GT3,T,2,1,at_home,other,2,1,False,True,False,False,True,True,4,4,3,1,3,5,4,8,9,9,1.5714285714285714
823,F,16,U,GT3,A,3,2,services,at_home,2,2,False,True,True,True,False,True,2,5,5,1,1,1,8,5,5,7,1.0
824,F,17,U,GT3,T,1,1,other,at_home,1,1,False,True,True,True,False,False,4,3,2,1,2,5,9,7,9,10,1.2857142857142858
825,M,20,R,GT3,T,1,1,other,other,2,1,False,False,True,False,True,True,4,4,3,2,4,4,12,8,11,10,2.5714285714285716
826,F,18,R,GT3,A,4,3,services,services,1,1,False,False,True,True,True,False,5,4,4,3,4,2,8,10,11,10,3.2857142857142856
827,M,18,R,GT3,T,3,2,other,other,2,1,False,False,False,True,True,False,2,5,5,5,5,5,8,9,10,11,5.0
828,M,19,R,GT3,T,1,1,other,services,3,2,False,False,True,True,True,False,5,4,4,3,3,2,8,10,9,11,3.0
829,M,17,U,GT3,T,3,3,health,other,2,2,False,False,True,True,True,False,4,5,4,2,3,3,4,8,9,10,2.2857142857142856
830,M,18,U,LE3,T,1,3,at_home,services,1,1,False,False,True,False,True,True,4,3,3,2,3,3,0,9,10,9,2.2857142857142856
831,F,18,U,GT3,A,1,2,at_home,other,2,2,False,False,True,True,False,False,4,3,3,1,1,5,2,6,8,8,1.0
832,F,19,U,LE3,A,1,1,at_home,other,1,1,False,False,True,False,False,False,1,4,4,1,1,5,0,6,8,7,1.0
833,F,18,R,GT3,T,2,2,other,other,2,1,False,False,True,False,True,True,5,5,5,1,1,3,0,8,6,0,1.0
834,F,17,R,GT3,T,0,0,at_home,other,2,1,False,False,True,True,True,False,4,4,3,1,1,5,0,10,11,11,1.0
835,F,17,R,LE3,A,3,1,other,at_home,2,3,True,False,True,False,False,False,4,2,3,2,2,3,5,8,7,8,2.0
836,F,17,U,GT3,T,4,2,teacher,services,1,2,False,True,True,True,True,False,5,5,5,1,3,5,0,8,8,0,1.5714285714285714
837,F,18,R,LE3,T,2,2,services,services,1,2,False,True,True,True,True,False,2,3,3,1,2,4,3,7,6,8,1.2857142857142858
838,F,17,U,GT3,T,4,1,health,at_home,1,1,False,False,True,True,False,True,3,2,2,1,1,5,0,8,10,9,1.0
839,F,17,U,LE3,T,1,2,at_home,other,1,1,False,False,True,True,True,False,5,5,1,1,1,3,0,7,10,10,1.0
840,F,18,U,GT3,T,1,1,other,other,3,2,False,True,True,True,False,True,3,4,4,2,2,5,3,7,8,7,2.0
841,F,18,U,GT3,T,2,2,services,at_home,2,2,False,True,False,True,True,False,4,3,5,1,1,1,2,12,13,14,1.0
842,F,17,U,GT3,T,3,3,services,services,2,1,False,False,True,True,True,False,4,4,3,1,1,4,0,11,12,13,1.0
843,F,18,U,LE3,A,1,2,at_home,other,2,2,False,False,True,True,True,False,4,4,3,1,2,4,0,12,13,14,1.2857142857142858
844,F,18,U,GT3,T,4,4,teacher,teacher,2,2,False,True,False,True,True,False,4,3,5,1,2,1,0,18,18,18,1.2857142857142858
845,M,18,U,LE3,T,4,4,services,other,1,1,False,True,True,True,True,False,5,4,5,1,1,5,3,17,17,17,1.0
